1.681579,-1.024014,0.735904,-0.855505,-0.054731,-0.216178,0.445148,0.073001,0.511605,0.117648,-1.958775,-1.006764,-0.755674,0.705209,1.625125,1.255857,1.181089,-1.113885,0.472376,-0.980915,0.834015,-0.917798,0.698971,0.709547,-0.580706,0.647445,0.863140,1.331757,0.299069,-0.147905,0.888726,1.721481,-0.437880,0.600238,0.753283,0.697513,-1.145273,0.222902,-0.398419,-1.671890,-0.191815,2.406712,0.647114,0.158016,-0.511925,0.521766,-0.735330,1.064754,0.543100,0.911684,-0.023861,0.592241,1.183074,1.099109,0.872427,-1.950822,3.277580,0.838545,-0.087379,-1.081472,-0.978041,0.710877,0.434505,-0.243642,-0.514621,0.507395,-0.557215,-1.112910,1.784614,-0.895774,-1.128992,0.311183,-1.236529,-1.151576,1.895383,0.098083,0.403583,-0.795987,-1.548325,-0.272647,0.238517,-1.203960,0.175008,-0.574389,-0.955700,-0.645205,-0.533985,-1.540990,-0.014120,-0.612142,0.307619,0.039904,0.766360,2.680043,-0.079801,-2.208219,1.620350,-0.125314,1.425881,0.314912
-0.045041,-0.426940,0.235506,0.877927,1.011012,0.296543,1.116620,-0.661027,-0.703089,-0.567017,-0.368666,-0.409662,0.729401,-0.289600,1.037178,1.385357,2.211591,0.846551,1.370396,-1.003409,-0.832514,0.686149,0.766236,-1.168405,-0.203655,0.345855,-1.544633,0.883482,-0.843436,-0.747383,-0.203781,-0.776337,1.345586,1.439505,0.220764,0.959664,-0.039413,0.784931,1.618782,0.366717,-1.242445,1.011007,0.623932,-0.611415,-3.101139,1.255446,-0.769828,-0.231384,-0.231885,-0.694952,0.019722,-0.574988,-0.447223,0.822095,-1.253371,-0.011487,-0.222210,0.831837,-1.133172,-0.630714,-0.681950,0.125389,1.097594,-0.617828,-0.096192,-0.862360,0.193397,0.527356,1.913176,0.422438,1.193675,2.413262,-1.212207,-0.835292,-1.514081,-1.389276,0.011887,0.224986,-0.143782,-0.069061,-0.494956,-0.438412,-1.349383,-0.540027,-0.285232,-1.042270,-2.060233,0.934407,-0.747915,1.106296,-0.550717,1.011145,0.953024,0.600391,-0.421179,0.552962,0.795327,-0.163051,0.879383,-0.639915
0.161192,-0.032953,0.016031,1.081564,0.630762,-0.310414,0.377145,-0.456033,0.946125,0.935836,-0.902824,-1.194234,0.798921,-0.714073,0.604866,0.474951,0.348160,-2.408422,0.786206,2.017523,0.513412,1.845732,-0.301545,-0.633527,0.166023,-1.736851,-0.296002,0.950054,-1.502870,-1.093038,-1.713608,0.757158,0.460993,1.147196,-0.375748,-0.867840,-0.691711,0.850539,-0.065498,-2.656334,-2.110974,-1.226151,-0.476782,-0.843239,0.590320,-1.723251,0.026770,1.066969,-0.472105,-0.195052,1.473372,-0.774362,-1.227300,1.107591,-1.508326,-0.143011,-2.059083,-2.489052,0.817115,-0.494912,1.609477,1.194443,0.932874,-0.432389,-1.035767,-1.427582,-0.442907,-0.682132,0.774138,1.419173,0.879625,0.119693,-0.255631,0.849505,0.118265,-0.243578,-0.852381,-1.548198,1.321644,-0.033001,-0.408977,0.425963,-0.402504,-1.922615,-2.060431,-0.892008,-0.411607,-0.953873,-0.368976,-0.613285,-2.291022,-1.479349,-0.111110,-1.997933,-0.782679,-0.196778,1.737441,-1.006078,1.160401,0.036383
0.834522,1.385821,0.354102,-0.985660,1.484116,-0.539413,0.197937,-0.260731,0.020165,0.265824,-0.697710,1.620644,-0.703588,0.426467,0.329999,1.018885,0.124208,0.287857,0.059846,-1.023842,-0.616756,0.661509,1.216080,0.244772,-1.806285,1.732937,-1.967511,-0.445816,0.242757,0.201592,1.475817,-0.594779,0.748550,-0.571138,-1.598410,-0.607807,-1.585645,0.755976,0.356352,-2.773637,0.649729,1.123668,-0.393580,1.742916,-0.072052,0.017607,-0.229928,0.338324,-0.249162,-0.675118,-1.033486,2.039541,0.292963,-0.327007,-2.093026,0.989064,0.194320,-2.008817,0.079200,0.089233,0.937126,0.481232,0.821168,0.152696,-0.095342,-2.114349,0.482692,1.658279,-0.147534,0.873717,0.911457,1.021983,0.244664,-0.446567,-0.062232,-0.413753,-0.570621,3.084208,0.327758,-0.788352,-0.817294,-0.684348,-1.847847,1.073169,-1.529703,1.366823,0.495168,1.134436,-1.408728,-0.171934,0.394775,0.028425,-1.206955,0.979409,0.766299,1.821575,-1.132937,1.550903,0.154800,-0.964264
-1.099353,-0.079389,-0.692037,-0.105437,0.338710,-1.016911,0.672957,-1.231495,0.915072,-1.442849,-0.483188,0.765776,0.274911,-0.080665,-0.112141,-0.217236,0.050845,0.168699,-0.631503,0.736465,0.294293,0.864268,-0.859361,-0.830170,1.441289,1.800803,0.870435,-0.920438,0.123223,0.236503,0.256085,0.017311,-0.390014,0.740075,-1.371988,0.907745,0.138372,0.957287,0.675659,-0.263709,0.604539,0.860743,-1.180938,0.365254,0.050958,-0.509308,-0.973448,2.318861,0.245537,-0.464693,-1.753990,1.375839,-0.228200,-0.241433,-0.487932,1.062870,-0.837376,0.727067,1.226568,-1.591898,-0.674131,0.445532,-1.000508,-1.749803,-0.619415,-0.576242,-0.766989,0.726579,-0.407236,-0.924704,-0.514790,1.462949,-0.102015,-0.039704,-1.176600,0.043460,-0.615712,-2.889599,-0.679081,1.002420,2.214857,2.026319,0.027941,0.255574,-0.346297,-0.313863,-1.571181,0.515978,-0.770738,-0.581947,-0.840747,1.109153,0.351240,-1.512458,-2.661032,-0.950420,0.160017,-1.370791,0.826650,0.797104
-1.205860,-0.669261,-0.542109,-0.218483,0.749949,-0.989608,0.228940,-0.814662,2.219766,-0.024882,0.604294,-0.316148,-1.285197,0.321114,-0.283440,1.345196,-0.858012,-1.289570,0.384983,0.123821,0.364258,1.336283,-0.827207,1.174018,0.703335,0.463511,0.591010,-1.121707,-0.454038,-1.168490,1.027442,0.605069,-1.043960,-0.045358,-1.089030,-0.184362,1.211260,-1.817092,0.483298,0.706214,0.786650,0.090873,-1.983931,-0.195854,-1.517471,-0.509194,-1.762844,0.040090,-0.234532,1.449870,-1.144798,1.799606,1.385988,1.496169,-1.580826,-1.629844,0.710658,1.864210,-0.286766,0.016052,1.080120,-1.655476,-2.023943,0.038466,-1.229465,-2.027960,-0.699818,0.260660,-0.284902,0.920306,-0.098136,-0.334011,-0.166123,-1.230082,-0.717744,-0.083561,0.148431,-0.645525,-1.072003,1.008988,1.592799,-0.279288,1.069611,-0.314164,1.594758,-0.786947,-0.508312,-0.469189,-0.293576,0.055872,0.424118,0.183035,-0.427458,-1.577746,1.213551,-1.789286,0.220463,-0.313016,0.173871,-0.460289
-0.379742,1.240502,-2.274808,-0.313758,1.224846,0.009025,0.530381,1.968214,-0.293148,0.353562,-0.387975,1.666454,0.184402,-1.421468,-1.804741,0.631260,1.322637,1.049951,-1.511677,-1.276308,0.489275,-0.575588,0.170736,-0.918899,0.747102,-0.892434,0.895753,0.545722,0.437204,0.435149,0.599372,-0.596092,1.735185,-0.349714,0.872190,-1.716921,-0.949178,1.319379,0.247291,1.219284,-2.730286,-0.393386,0.292637,0.586477,-0.018405,-0.369873,0.740643,-0.057829,1.406344,-1.818464,-0.312307,1.283278,1.603159,-2.343373,0.193386,0.942428,-1.835131,-0.397421,2.018006,-0.314656,-1.508953,1.610670,-0.237114,0.431058,-0.180517,-0.999109,-0.775018,2.528809,-0.941869,0.227547,-0.332437,1.404987,-0.721877,0.352383,-0.010953,1.137014,-0.318105,1.550327,-0.456372,0.507140,0.125092,3.069290,-0.326140,-1.049395,0.194315,-1.246595,0.437879,-1.044194,1.307202,0.231786,0.965671,-1.121958,0.417559,0.785806,-0.316356,-0.214341,0.686113,-0.563404,1.825748,0.431635
1.272343,-0.309323,-1.986283,0.211257,-1.314055,-0.130161,-0.616030,-0.208284,0.345351,-0.109366,-0.853960,0.333080,-0.344008,0.267610,0.339649,0.294904,-0.684281,-0.407984,-2.052828,0.232827,0.180702,-0.976501,-0.581220,-1.567661,1.227253,-0.873513,0.699671,0.457856,0.419699,-0.748175,-0.149549,1.811793,-0.365522,0.696435,-0.411578,0.561415,1.535514,0.410659,-0.476570,0.727447,0.013185,0.062762,0.306308,1.125015,-0.730244,0.361264,0.088782,0.120757,-0.353212,1.151897,-0.458277,-0.484946,0.438837,0.171385,-1.384487,-0.184099,0.089054,-0.201911,-0.412919,-0.047989,-0.903075,-0.201225,-0.911552,-1.130847,0.767265,0.371048,0.634688,0.632429,0.355304,0.759309,1.284982,-0.736131,0.119762,-0.165706,-0.925022,1.509848,1.149357,0.031058,-0.332657,2.402923,-1.295735,1.867252,1.409297,1.478488,-0.482415,-0.153662,0.882781,0.495423,0.549164,-0.413541,1.187934,-0.541640,-0.001137,-2.194037,0.171093,-0.415383,-1.258048,0.170931,-0.163663,1.958471
0.859114,0.175828,-1.016922,-1.121029,0.309815,1.272117,-0.851076,-0.127354,-0.632024,0.213171,-0.492220,-0.563299,-0.936411,-1.018725,-0.670404,-0.238886,-1.101548,-0.816461,-0.585510,-1.621420,1.213864,1.343430,0.646741,1.305844,0.656230,0.099228,-0.187853,-2.851115,0.876337,1.035249,1.234479,0.345265,-0.096349,0.120118,0.134684,-1.170439,1.174388,-0.524614,0.674581,-0.801591,0.572741,0.032979,0.339790,-0.163600,-0.784589,-0.063700,-0.815936,1.508053,-0.836941,-0.702450,-0.841809,-1.306285,1.232657,-0.921060,1.126871,1.798540,1.119385,-0.471198,-1.579408,-1.027947,-0.178335,-0.116078,0.530081,0.773773,1.749188,0.760381,0.302950,0.115124,0.830777,-0.506746,-1.363094,-1.197085,1.387034,-0.622647,-0.305651,-0.048572,-0.761348,0.707524,0.295292,-1.876550,0.473531,-0.764550,-0.339395,0.453526,1.078655,-1.130129,-0.489587,1.280593,0.666169,-1.064679,-1.469508,-0.225402,-0.682502,-0.245949,-0.098010,1.435597,2.031677,0.331134,-0.154659,0.503180
-0.128133,0.787966,-1.268783,-0.614193,0.490172,1.219967,1.211019,-0.369490,-2.266968,0.313976,0.099263,2.637598,-0.288113,-0.764611,-0.857240,1.430843,1.115078,-1.519196,0.309231,-0.198822,0.144310,-0.284861,1.060952,0.378212,-0.213280,0.449337,0.263634,0.638104,0.691454,0.650257,0.917670,-1.145692,-1.104450,-0.142046,-1.295280,-1.139282,-1.036037,0.216190,0.735960,-0.157659,-1.229655,1.928611,-1.259137,-0.189417,2.070790,0.173457,1.815985,-1.151502,1.580498,-0.589005,-0.439709,-1.563648,-1.907419,-0.672925,0.509038,0.850071,0.356890,0.156947,-0.672789,-0.736533,-0.747863,0.708961,0.876843,0.466921,-0.361853,1.372766,-0.332009,-1.062966,0.419025,0.472927,-1.207623,0.403913,-0.718296,0.863010,-1.905388,-0.821443,-0.020609,2.178543,-0.252411,0.363387,-2.511163,-0.295687,0.619399,-0.236773,1.141484,-1.011334,0.029010,0.466105,-1.181571,0.973262,-0.434560,-0.300664,0.372569,0.081259,-0.635546,-0.625553,-0.578120,1.902939,0.044573,-0.706187
